id,sku,category,manufacturer,uom,base_material_cost,base_labor_minutes,active,install_labor_family,violation_flags
jl-1017f10fx,JL-1017F10FX,Fire Specialties,JL Industries,EA,425,90,1,,missing_install_labor_family;
jl-1413f12,JL-1413F12,Fire Specialties,JL Industries,EA,285,60,1,,missing_install_labor_family;
lar-2409-r2,LAR-2409-R2,Fire Specialties,Larsen's Manufacturing,EA,225,65,1,,missing_install_labor_family;
lar-2409-r4,LAR-2409-R4,Fire Specialties,Larsen's Manufacturing,EA,185,60,1,,missing_install_labor_family;
lar-2409-r7,LAR-2409-R7,Fire Specialties,Larsen's Manufacturing,EA,186.97,60,1,,missing_install_labor_family;
lar-2409-sm,LAR-2409-SM,Fire Specialties,Larsen's Manufacturing,EA,145,45,1,,missing_install_labor_family;
lar-fsdec-ss-2409-r4,LAR-FSDEC-SS-2409-R4,Fire Specialties,Larsen's Manufacturing,EA,650,105,1,,missing_install_labor_family;
sf-hdvb-2,SF-HDVB-2,Fire Specialties,Strike First,EA,95,25,1,,missing_install_labor_family;
sf-ub5,SF-UB5,Fire Specialties,Strike First,EA,28,15,1,,missing_install_labor_family;
sf-up10-md,SF-UP10-MD,Fire Specialties,Strike First,EA,55,20,1,,missing_install_labor_family;
sprinkler-room-sign,SPRINKLER-ROOM-SIGN,Fire Specialties,Office Sign Company,EA,45,10,1,,missing_install_labor_family;
key-trak-elec,KEY-TRAK-ELEC,Fire Specialties,KeyTrak,EA,850,60,1,,missing_install_labor_family;
concord-at20-satin,CONCORD-AT20-SATIN,Flags / Flagpoles,Concord American Flagpole,EA,529,240,1,,missing_install_labor_family;
concord-at20-satin-fc,CONCORD-AT20-SATIN-FC,Flags / Flagpoles,Concord American Flagpole,EA,574,255,1,,missing_install_labor_family;
eder-counterweight,EDER-COUNTERWEIGHT,Flags / Flagpoles,Eder Flag,EA,65,20,1,,missing_install_labor_family;
eder-door-cover-plate,EDER-DOOR-COVER-PLATE,Flags / Flagpoles,Eder Flag,EA,55,20,1,,missing_install_labor_family;
eder-eagle-finial,EDER-EAGLE-FINIAL,Flags / Flagpoles,Eder Flag,EA,85,10,1,,missing_install_labor_family;
eder-finger-brkt,EDER-FINGER-BRKT,Flags / Flagpoles,Eder Flag,EA,16,15,1,,missing_install_labor_family;
eder-flash-collar-20,EDER-FLASH-COLLAR-20,Flags / Flagpoles,Eder Flag,EA,95,15,1,,missing_install_labor_family;
eder-flash-collar-25,EDER-FLASH-COLLAR-25,Flags / Flagpoles,Eder Flag,EA,125,15,1,,missing_install_labor_family;
eder-gold-ball-4,EDER-GOLD-BALL-4,Flags / Flagpoles,Eder Flag,EA,45,10,1,,missing_install_labor_family;
eder-gold-ball-6,EDER-GOLD-BALL-6,Flags / Flagpoles,Eder Flag,EA,65,10,1,,missing_install_labor_family;
eder-multi-brkt,EDER-MULTI-BRKT,Flags / Flagpoles,Eder Flag,EA,25,15,1,,missing_install_labor_family;
eder-outrigger-brkt,EDER-OUTRIGGER-BRKT,Flags / Flagpoles,Eder Flag,EA,218,60,1,,missing_install_labor_family;
eder-poly-halyard-100,EDER-POLY-HALYARD-100,Flags / Flagpoles,Eder Flag,EA,55,20,1,,missing_install_labor_family;
eder-poly-halyard-50,EDER-POLY-HALYARD-50,Flags / Flagpoles,Eder Flag,EA,35,15,1,,missing_install_labor_family;
eder-retainer-ring,EDER-RETAINER-RING,Flags / Flagpoles,Eder Flag,EA,85,20,1,,missing_install_labor_family;
eder-rev-truck-1st,EDER-REV-TRUCK-1ST,Flags / Flagpoles,Eder Flag,EA,85,30,1,,missing_install_labor_family;
eder-rev-truck-dbl,EDER-REV-TRUCK-DBL,Flags / Flagpoles,Eder Flag,EA,145,35,1,,missing_install_labor_family;
eder-school-brkt,EDER-SCHOOL-BRKT,Flags / Flagpoles,Eder Flag,EA,19.1,15,1,,missing_install_labor_family;
eder-snap-hook-brz-pair,EDER-SNAP-HOOK-BRZ-PAIR,Flags / Flagpoles,Eder Flag,PAIR,18,10,1,,missing_install_labor_family;
eder-snap-hook-nylon-pair,EDER-SNAP-HOOK-NYLON-PAIR,Flags / Flagpoles,Eder Flag,PAIR,12,10,1,,missing_install_labor_family;
eder-th20,EDER-TH20,Flags / Flagpoles,Eder Flag,EA,407,240,1,,missing_install_labor_family;
eder-th20-gsleeve,EDER-TH20-GSLEEVE,Flags / Flagpoles,Eder Flag,EA,65,60,1,,missing_install_labor_family;
eder-th25,EDER-TH25,Flags / Flagpoles,Eder Flag,EA,595.4,300,1,,missing_install_labor_family;
eder-th25-gsleeve,EDER-TH25-GSLEEVE,Flags / Flagpoles,Eder Flag,EA,85,75,1,,missing_install_labor_family;
eder-vert-wm-brkt,EDER-VERT-WM-BRKT,Flags / Flagpoles,Eder Flag,EA,211,60,1,,missing_install_labor_family;
eder-wb-alum,EDER-WB-ALUM,Flags / Flagpoles,Eder Flag,EA,9.8,15,1,,missing_install_labor_family;
flag-foundation-coord,FLAG-FOUNDATION-COORD,Flags / Flagpoles,Allowance,EA,350,180,1,,missing_install_labor_family;
flag-light-ground,FLAG-LIGHT-GROUND,Flags / Flagpoles,Allowance,EA,275,60,1,,missing_install_labor_family;
flag-light-solar,FLAG-LIGHT-SOLAR,Flags / Flagpoles,Allowance,EA,85,20,1,,missing_install_labor_family;
masterlock-1652,MASTERLOCK-1652,Lockers,Master Lock,EA,32,10,1,,missing_install_labor_family;
masterlock-1710ada,MASTERLOCK-1710ADA,Lockers,Master Lock,EA,55,15,1,,missing_install_labor_family;
masterlock-1714ada,MASTERLOCK-1714ADA,Lockers,Master Lock,EA,60,15,1,,missing_install_labor_family;
pen-6023xx-1,PEN-6023XX-1,Lockers,Penco,EA,19.95,15,1,,missing_install_labor_family;
pen-6023xx-3,PEN-6023XX-3,Lockers,Penco,SET,54.95,35,1,,missing_install_labor_family;
pen-cont-slope-hood-kit,PEN-CONT-SLOPE-HOOD-KIT,Lockers,Penco,LF,38,12,1,,missing_install_labor_family;
pen-end-base,PEN-END-BASE,Lockers,Penco,EA,45,15,1,,missing_install_labor_family;
pen-exposed-end-16ga,PEN-EXPOSED-END-16GA,Lockers,Penco,EA,125,25,1,,missing_install_labor_family;
pen-flat-top-corner-filler,PEN-FLAT-TOP-CORNER-FILLER,Lockers,Penco,SET,85,40,1,,missing_install_labor_family;
pen-flat-top-filler,PEN-FLAT-TOP-FILLER,Lockers,Penco,LF,35,10,1,,missing_install_labor_family;
pen-locker-shelf,PEN-LOCKER-SHELF,Lockers,Penco,EA,35,20,1,,missing_install_labor_family;
pen-number-plate,PEN-NUMBER-PLATE,Lockers,Penco,EA,2.5,3,1,,missing_install_labor_family;
pen-numplate-rivets,PEN-NUMPLATE-RIVETS,Lockers,Penco,EA,0.25,2,1,,missing_install_labor_family;
pen-rear-legs,PEN-REAR-LEGS,Lockers,Penco,EA,28,12,1,,missing_install_labor_family;
pen-single-prong-hook,PEN-SINGLE-PRONG-HOOK,Lockers,Penco,EA,8,10,1,,missing_install_labor_family;
pen-slope-corner-filler,PEN-SLOPE-CORNER-FILLER,Lockers,Penco,SET,95,45,1,,missing_install_labor_family;
pen-slope-top-filler,PEN-SLOPE-TOP-FILLER,Lockers,Penco,LF,45,12,1,,missing_install_labor_family;
pen-zee-base-4,PEN-ZEE-BASE-4,Lockers,Penco,LF,28,10,1,,missing_install_labor_family;
scr-tuff-bench,SCR-TUFF-BENCH,Lockers,Scranton Products,EA,225,45,1,,missing_install_labor_family;
scr-tuff-filler-72,SCR-TUFF-FILLER-72,Lockers,Scranton Products,EA,165,30,1,,missing_install_labor_family;
scr-tuff-handle-ada,SCR-TUFF-HANDLE-ADA,Lockers,Scranton Products,EA,45,15,1,,missing_install_labor_family;
pen-slope-hood-splice,PEN-SLOPE-HOOD-SPLICE,Lockers,Penco,EA,18,8,1,,missing_install_labor_family;
pen-zee-base-splice-end,PEN-ZEE-BASE-SPLICE-END,Lockers,Penco,EA,18,8,1,,missing_install_labor_family;
pen-slope-hood-end,PEN-SLOPE-HOOD-END,Lockers,Penco,EA,35,15,1,,missing_install_labor_family;
fl-91121,FL-91121,Postal Specialties,Florence,EA,275,90,1,,missing_install_labor_family;
fl-91129,FL-91129,Postal Specialties,Florence,EA,275,90,1,,missing_install_labor_family;
fl-91175,FL-91175,Postal Specialties,Florence,SET,65,30,1,,missing_install_labor_family;
fl-91512,FL-91512,Postal Specialties,Florence,EA,12,5,1,,missing_install_labor_family;
fl-91513,FL-91513,Postal Specialties,Florence,EA,12,5,1,,missing_install_labor_family;
fl-h91516,FL-H91516,Postal Specialties,Florence,SET,45,20,1,,missing_install_labor_family;
fl-k64944,FL-K64944,Postal Specialties,Florence,SET,35,20,1,,missing_install_labor_family;
fl-k91910b,FL-K91910B,Postal Specialties,Florence,EA,30.3,15,1,,missing_install_labor_family;
fl-l-100,FL-L-100,Postal Specialties,Florence,EA,30,15,1,,missing_install_labor_family;
fl-np-100,FL-NP-100,Postal Specialties,Florence,SET,52.5,25,1,,missing_install_labor_family;
fl-oml-100,FL-OML-100,Postal Specialties,Florence,SET,19.5,10,1,,missing_install_labor_family;
fl-pl-lock-tenant,FL-PL-LOCK-TENANT,Postal Specialties,Florence,EA,110,30,1,,missing_install_labor_family;
sal-3506,SAL-3506,Postal Specialties,Salsbury Industries,EA,175,30,1,,missing_install_labor_family;
sal-3755p-blk,SAL-3755P-BLK,Postal Specialties,Salsbury Industries,EA,162,45,1,,missing_install_labor_family;
sal-4370,SAL-4370,Postal Specialties,Salsbury Industries,EA,725,45,1,,missing_install_labor_family;
sal-4375,SAL-4375,Postal Specialties,Salsbury Industries,EA,450,60,1,,missing_install_labor_family;
sal-4550brz,SAL-4550BRZ,Postal Specialties,Salsbury Industries,EA,95,25,1,,missing_install_labor_family;
sal-4550s,SAL-4550S,Postal Specialties,Salsbury Industries,EA,105,25,1,,missing_install_labor_family;
sal-3301,SAL-3301,Postal Specialties,Salsbury Industries,EA,125,20,1,,missing_install_labor_family;
uline-h-5467,ULINE-H-5467,Shelving & Storage,Uline,EA,720,60,1,,missing_install_labor_family;
uline-h-5716,ULINE-H-5716,Shelving & Storage,Uline,EA,725,180,1,,missing_install_labor_family;
